ROE,ROA,Leverage,Size,Growth,Y,Z1,Z21,Z22,X,ROE Norm,ROA Norm,Leverage Norm,Size Norm,Growt Norm,Y Norm,Z1 Norm,X Norm
0.1612,0.1047,0.5405,29.0494,-0.0146,2.3280,0.1097,2,2,0.46,0.0265894944507402,0.204129097184498,7.72404866117072E-05,-0.0307733121062786,-0.0767603396980873,0.275456218295501,-0.0668038127089471,-0.284453118341353
0.0629,0.0560,0.1240,27.5757,-0.7709,1.7856,0.1094,1,1,0.63,-0.0394506893081964,0.0549690335983275,-0.0200858149123272,-0.794119109738032,-0.307737588603354,0.0376582208364509,-0.0668800461419293,0.581964316748178
0.0319,0.0291,0.0958,27.5186,-0.0555,1.3410,0.0574,3,1,0.58,-0.0602977075516357,-0.0273905990470957,-0.021448510603963,-0.823680377488269,-0.0892563258228722,-0.157255295756399,-0.0777249613144834,0.373585451671491
0.0385,0.0159,1.4231,27.8681,-0.0231,0.7234,0.1915,4,2,0.52,-0.0558650297034817,-0.0677893924495923,0.0428019861520048,-0.642650633909684,-0.0793835195810761,-0.428007969423917,-0.0497454510144781,0.0226316710836865
0.0468,0.0400,0.1694,25.1773,0.2408,1.9410,0.1062,1,1,0.07,-0.050263736786269,0.00617807234724561,-0.0178875907078093,-2.0364537896897,0.00120520813961604,0.105807807328485,-0.0675362378947962,-2.30243801238491
-0.1774,0.0379,-5.6865,26.3248,-0.0930,1.7176,0.8218,1,1,0.11,-0.200827027695233,-0.000468279562035476,-0.30135927592658,-1.44205838109061,-0.100707926010542,0.00785565480410272,0.0816834412400116,-2.08309182238063
0.0024,0.0019,0.2905,29.2681,0.0387,1.2249,0.3059,3,1,0.54,-0.0800701372258256,-0.110699710536702,-0.0120258208570038,0.08250430563157,-0.0605082287117469,-0.208149380644533,-0.0259072589138847,0.15423926166721
0.1985,0.0971,1.0449,28.1981,0.3137,3.6939,0.3061,4,2,0.60,0.0516274081142525,0.180912808026732,0.0244939395951078,-0.471716371467462,0.0234884952247957,0.87426947136382,-0.0258456292237016,0.452550191150173
0.3088,0.1117,1.7651,28.7617,0.7570,1.4159,0.4631,1,1,0.32,0.12572700614256,0.225691455452396,0.0593576496169935,-0.179781370520684,0.158846409443048,-0.124397067981694,0.00688972918239433,-0.986360833790769
0.0049,0.0033,0.4753,26.2440,-0.0038,2.7907,0.1125,1,1,0.46,-0.0783910925863734,-0.106197343114286,-0.00308092174863936,-1.48392173591055,-0.0734806014043388,0.478291658515956,-0.0662221352751679,-0.284453118341353
-0.1340,-0.0344,2.8939,26.1954,-0.0828,1.1419,0.0174,3,1,0.29,-0.171698961290015,-0.221819363655927,0.114001988893451,-1.50906461196796,-0.0976022520396456,-0.244545512330404,-0.0860590458115543,-1.16183787835848
-0.5112,-0.1332,2.8369,27.2120,-0.0527,1.1007,-1.8607,4,2,0.25,-0.425026500312015,-0.524488716501621,0.111241743481833,-0.982530105558438,-0.0884043267689095,-0.262576985424115,-0.477693481731645,-1.33731476865238
0.0213,0.0166,0.2773,26.3202,0.0758,0.9070,0.0533,4,2,0.71,-0.0674168568229134,-0.0654616378638533,-0.0126633591255239,-1.44442556163413,-0.0491818326861293,-0.347530519489258,-0.0785773778870458,1.02582301799989
0.0226,0.0208,0.0840,29.2658,0.0914,0.4243,0.2704,1,1,0.18,-0.0665370374318404,-0.0526589876422888,-0.0220202134856049,0.0813077657944737,-0.0444179670080589,-0.559133999142589,-0.0332980164953109,-1.73213792608747
0.1793,0.1350,0.3287,29.9249,0.4650,2.6799,0.2863,3,1,0.63,0.0387524938189325,0.296994253815559,-0.0101771051034133,0.422736005457477,0.069679669741779,0.429716720057819,-0.0299901779929202,0.611111575620316
0.0781,0.0620,0.2583,30.0252,0.1055,1.5957,0.1775,4,2,0.53,-0.029262246436,0.0736216986340519,-0.0135826341231852,0.474679301935373,-0.0401060578173951,-0.0455680094604153,-0.052666736336506,0.0665006622464518
-0.0133,-0.0107,0.2476,26.9017,-0.0993,1.4012,0.0000,3,1,0.08,-0.0906414022758171,-0.149107661201395,-0.0141001196273978,-1.1432342113848,-0.10264706364232,-0.130850345004291,-0.089686384590486,-2.21469952866951
0.1826,0.0795,1.2977,27.9801,-0.1333,0.6384,0.0000,4,3,0.83,0.0409352518502204,0.126976284007175,0.0367339966334774,-0.584662480332694,-0.113017632772274,-0.465250216915061,-0.089686384590486,1.64714318779657
0.1774,0.1284,0.3817,27.9396,0.1231,0.3529,0.2440,3,1,0.14,0.0374428390001597,0.276810171289217,-0.00761049318261304,-0.605645956004011,-0.0347131175690153,-0.590413979819377,-0.0387955418177002,-1.90761489351827
0.7980,0.0187,41.6476,25.7492,-0.0998,1.4983,0.1575,4,2,0.30,0.454248880297791,-0.0590909411028834,1.99000554217747,-1.74020917339893,-0.102793644124722,-0.0882902815971073,-0.0568469752984799,-1.1179685786481
0.0945,0.0175,4.4131,27.9686,0.1617,1.1171,0.4995,4,2,0.42,-0.0182275650655197,-0.0629194848294278,0.187543020538895,-0.590614100561365,-0.0229256037758409,-0.255417881227171,0.0144700849023308,-0.459930008635255
0.0742,0.0461,0.6104,26.1754,0.2272,1.2511,0.1504,4,2,0.31,-0.0318748398949877,0.0246775956339082,0.00346195390612052,-1.51943980371559,-0.0029479055284454,-0.196654480948031,-0.0583236774559823,-1.07409943321153
0.5839,0.1753,2.3301,28.8461,1.7246,1.4185,0.0546,1,1,0.25,0.310435348839425,0.420579645308412,0.0867083801951182,-0.136079177422956,0.454319070605269,-0.12325722285542,-0.0783106357231958,-1.33731476865238
0.0138,0.0062,1.2386,29.8303,0.0783,1.0500,0.0539,4,2,0.43,-0.0724338422055967,-0.0975295201173893,0.0338696732205436,0.373750389702443,-0.048415338913568,-0.284839037544189,-0.0784556108021544,-0.434861903489527
-0.0505,-0.0197,1.5671,29.9077,0.0293,0.9119,0.2449,4,2,0.44,-0.115612154153751,-0.176673176032515,0.0497708554865655,0.413842243984347,-0.063357386838439,-0.345382349828203,-0.0386149172195073,-0.388642550879696
0.1987,0.1015,0.9585,29.9576,0.0504,0.8623,0.7458,4,2,0.82,0.0517885963996399,0.194419910293981,0.0203124243608806,0.439689576396065,-0.0569139531328437,-0.367127087621738,0.0658250161904077,1.60192399227642
-0.0399,-0.0240,0.6668,27.8963,-0.0304,2.3747,0.1304,4,2,0.43,-0.108513153418147,-0.189782109752203,0.00619170204293548,-0.628069423340749,-0.0815852805771587,0.295938358410701,-0.0624849561503073,-0.416060863198683
0.1372,0.0636,1.1575,29.1666,0.1178,1.1104,0.1387,3,1,0.34,0.0104773820905563,0.0784303495545916,0.0299427860267427,0.029949789669787,-0.0363560404759396,-0.258328870318886,-0.0607592581257546,-0.878567873672474
0.1517,0.0689,1.2027,29.4172,0.2848,0.9471,0.1386,3,2,0.46,0.0201822601065904,0.0945102332060781,0.032133748975355,0.159771772081588,0.0146631286801651,-0.329915528268609,-0.0607805627744754,-0.284453118341353
0.1040,0.0837,0.2424,25.6356,1.0224,1.2527,0.3712,3,1,0.29,-0.0118471954356011,0.139962704327613,-0.0143513590817349,-1.79903127898359,0.239893201171247,-0.19596618985255,-0.0122746225105571,-1.16183787835848
0.2636,0.2284,0.1541,28.8943,0.0597,5.5450,0.3761,3,1,0.66,0.0953161496328005,0.583032412713144,-0.0186292069776444,-0.111117595280258,-0.0540861713265019,1.68581289715259,-0.0112552538260423,0.738153895712105
0.2899,0.2426,0.1949,28.9790,0.0884,0.6437,0.4793,4,2,0.76,0.113019996311185,0.626739067895375,-0.016654629455022,-0.0672444679200868,-0.0453249337429223,-0.462957813005336,0.0102660050041215,1.30174017877853
0.3633,0.3099,0.1722,29.0344,0.0570,0.6524,0.4825,4,2,0.62,0.162276449854157,0.832714720383464,-0.0177510790967822,-0.038527511829793,-0.054907632779964,-0.459106013282473,0.0109358212342118,0.546669555221449
0.3151,0.2707,0.1643,29.0375,0.0031,5.6906,0.0805,4,2,0.58,0.129964914812537,0.712620960769219,-0.0181339893248759,-0.0369424850326026,-0.0713796144899077,1.74964422422394,-0.0729081478583149,0.373585451671491
0.0208,0.0149,0.4003,29.7626,0.0886,1.3476,0.1889,4,2,0.69,-0.0677123686794569,-0.0708828557806402,-0.0067076770316714,0.338636348335904,-0.0452577510218213,-0.154331154605535,-0.0503016340728725,0.940259987803056
0.1073,0.0753,0.4262,29.8615,0.1040,1.7973,0.1923,1,1,0.59,-0.00960399179729286,0.114081748736173,-0.00545680468098336,0.389890727937897,-0.0405549605447517,0.0428138280229824,-0.0495954232906508,0.423248658471204
0.1007,0.0735,0.3707,29.8996,0.0388,1.9659,0.1863,4,2,0.64,-0.014029953466889,0.108721787519011,-0.00814201711491005,0.409620685684637,-0.0604593685509462,0.116724016422417,-0.0508399486343078,0.636800941386151
-0.0042,-0.0022,0.8957,31.1768,0.0238,0.6824,0.0343,3,2,0.73,-0.0845028150739796,-0.123165448910331,0.0172728626387559,1.07119325942352,-0.0650369548659639,-0.445986834281031,-0.0825243767638641,1.11138635674433
-0.0361,-0.0184,0.9633,31.1838,0.0071,0.6864,0.0914,3,1,0.65,-0.105947573209064,-0.172752747256534,0.020546236801044,1.07482949737002,-0.0701642179899897,-0.444228842374739,-0.070635353332811,0.716262133975215
0.0184,0.0096,0.9143,31.1976,0.0139,0.6653,0.0954,3,2,0.72,-0.0693309677118889,-0.0869627394321267,0.0181727742873352,1.08196729778351,-0.0680784998758089,-0.453474739956708,-0.0697991230096904,1.05256144565217
0.0713,0.0418,0.7061,31.2177,0.0037,0.5952,0.1594,4,2,0.53,-0.0337889507839633,0.0116299186138448,0.00809269883904691,1.09236838866182,-0.0711811200866548,-0.484211102188657,-0.0564554831846597,0.0665006622464518
0.2032,0.0502,3.0455,26.0802,0.2120,3.2590,0.2750,1,1,0.09,0.0548041605720961,0.0374802458554727,0.121340214111749,-1.56874138886484,-0.00758656704446402,0.683595301836765,-0.0323325609929237,-2.17083030609603
-0.3106,-0.0726,3.2750,28.7304,0.0746,1.4016,0.1568,3,2,0.49,-0.290259661371018,-0.338880916638749,0.132451387898646,-0.195978686843618,-0.0495513376521848,-0.130657448136768,-0.0569869350390766,-0.108976228047451
0.0807,0.0424,0.9016,28.3451,0.0364,0.7944,0.1610,4,2,0.32,-0.0275093238324118,0.0135288763022109,0.017555083451624,-0.395604006245462,-0.061195324723007,-0.396894581496354,-0.0561187283823279,-0.986360833790769
0.1267,0.0725,0.7491,27.6638,0.1621,1.7318,0.0520,1,1,0.28,0.00342539460485675,0.105505810788714,0.0101752270328008,-0.748495201144363,-0.0228034533738391,0.014098498880311,-0.0788428042257966,-1.20570702379505
0.0070,0.0027,1.6005,28.0019,-0.0693,1.5523,0.0172,1,1,0.62,-0.0769941274463491,-0.108157557502277,0.051390599637263,-0.573349740054701,-0.0934644071718344,-0.0646034230691907,-0.0860905619253696,0.57678781343378
0.1506,0.0527,1.8564,28.1688,0.1816,2.6036,0.1479,1,1,0.51,0.0194300481081158,0.0450454482591244,0.0637787862961088,-0.486919161172551,-0.0168638900765013,0.396288569719976,-0.0588383307961583,-0.0122848110686931
0.1723,0.0949,0.8146,26.8237,0.1276,1.5789,0.1490,3,2,0.49,0.0339974394000036,0.174358341166888,0.0133464595286821,-1.18365757453932,-0.033338925546495,-0.052955082682614,-0.0586116458473086,-0.108976228047451
0.1230,0.0440,1.7968,31.1871,0.2605,0.9828,0.2206,3,1,0.74,0.000886679110004921,0.0182456421733136,0.0608926791154578,1.07653883999444,0.00723333047840521,-0.314299650038655,-0.0436894888795351,1.19694938694116
0.1962,0.0701,1.7983,31.3285,0.1519,0.9530,0.2405,3,1,0.63,0.0501095517601876,0.0984000336322472,0.0609638394233336,1.14976604205946,-0.0259457724653356,-0.32732895663591,-0.0395407959369821,0.611111575620316
0.2860,0.1292,1.2133,31.3829,0.0559,0.8819,0.0489,3,1,0.43,0.110393970495082,0.279382952673454,0.0326454254748431,1.17794429623175,-0.055243546385469,-0.358503720839503,-0.0794993398236558,-0.416060863198683
0.0150,0.0089,0.6784,29.3919,0.0140,1.4627,0.0546,3,1,0.73,-0.0716480493143331,-0.0891067239189916,0.00675275508258232,0.146661632134883,-0.0680296397150082,-0.103884239728479,-0.0783052963735091,1.11138635674433
0.0307,0.0182,0.6882,29.2818,-0.1043,1.1434,0.0047,3,1,0.46,-0.0610566357286682,-0.0606529869433135,0.0072257048839067,0.0896369262189305,-0.104152567346993,-0.243892293392655,-0.0887055956109922,-0.284453118341353
-0.1290,-0.0444,1.9093,30.5578,-0.0489,1.4301,0.0793,4,2,0.61,-0.168354304368226,-0.252263943369408,0.0663395892121845,0.750556841864852,-0.0872408441898423,-0.118193680082934,-0.073154860489337,0.487945539198955
0.0715,0.0255,1.8023,30.6049,0.0482,1.1871,0.1073,3,1,0.61,-0.0336882081055962,-0.0382942915802942,0.0611598933327875,0.774953822958879,-0.0575888341039037,-0.224729743212103,-0.0673175176588755,0.487945539198955
0.0860,0.0314,1.7409,30.6630,0.0598,1.2614,0.0942,4,2,0.66,-0.0239027359468684,-0.020254193540817,0.0581866510812681,0.805048612800979,-0.0540464724458513,-0.192121404561234,-0.0700455571687338,0.783154639521781
0.0645,0.0335,0.9220,30.6987,0.0363,1.1889,0.1000,4,2,0.66,-0.0383895330960625,-0.0136690983311606,0.0185430983385258,0.823540592101546,-0.0612197548034074,-0.223905547505412,-0.0688288418750817,0.783154639521781
0.0708,0.0393,0.8026,30.6934,-0.0053,1.0464,0.1023,4,2,0.58,-0.0341583406046428,0.00385031776150662,0.0127636227213181,0.820805643902471,-0.0739264503716454,-0.286382212484376,-0.0683518683360165,0.329716151961112
0.5058,0.2835,0.7841,30.5294,0.5336,0.7879,0.1204,1,1,0.39,0.258022291374283,0.751917133578471,0.0118714564123715,0.735840955816417,0.0906162486448887,-0.39973104225289,-0.0645815905726681,-0.635407053202964
0.0941,0.0602,0.5627,31.5659,0.0425,1.6935,0.0000,4,2,0.68,-0.0185163607435055,0.0679554539187661,0.0011504541094737,1.2727402943213,-0.0593264235723794,-0.00270983271251377,-0.089686384590486,0.846260957301108
0.0750,0.0343,1.1879,31.9878,-0.0226,1.6183,0.0000,4,2,0.81,-0.0313106808961318,-0.0114026004450463,0.0314173050593262,1.49128233876675,-0.0792064014981735,-0.0356557408815482,-0.089686384590486,1.54538140788251
0.0523,0.0272,0.9230,31.9684,-0.0193,1.1198,0.0955,4,2,0.66,-0.0465362576866849,-0.0330262154125691,0.0185953793810468,1.48121275676106,-0.0781956069216085,-0.254212275805151,-0.0697807265004636,0.751019097011331
0.0529,0.0301,0.7562,32.0494,0.0844,0.9657,0.0750,4,2,0.65,-0.0461601516874476,-0.0241439939669861,0.0105169901440956,1.52317452827756,-0.0465494915229904,-0.321787555714332,-0.074037698121195,0.724539232259296
0.0804,0.0381,1.1123,28.3363,0.0588,0.9656,0.2507,3,1,0.20,-0.0276705121177993,0.000236172483648698,0.0277556957479469,-0.400141533939382,-0.0543518484508558,-0.321831395911496,-0.0374151185759909,-1.60053025836704
0.0475,0.0455,0.0439,26.0419,-0.8992,3.8483,1.1350,1,1,0.12,-0.049807036644338,0.0228705229949792,-0.0239613892310611,-1.58860084226495,-0.346905115005234,0.941954351765912,0.146995760437182,-2.03922259980715
0.3056,0.2377,0.2859,27.6814,0.1926,0.8274,0.9119,4,2,0.40,0.123577829004061,0.611578034738259,-0.0122494675388992,-0.739378707147444,-0.0134925389812514,-0.382418548392675,0.100471349311783,-0.60433291448351
0.3962,0.3406,0.1632,27.7990,0.1248,1.8713,11.3599,3,2,0.32,0.18439954202358,0.92680501100702,-0.018187238534851,-0.678474311456666,-0.0342153546808579,0.0752380378457606,2.27918507135776,-0.986360833790769
0.2820,0.2137,0.3195,29.1080,0.1320,2.2605,0.3570,4,2,0.41,0.1077007828934,0.538161880238044,-0.0106195576299338,-0.00042471078358093,-0.0320044324046252,0.245877237268692,-0.0152328830509802,-0.547668608056013
-0.0336,-0.0248,0.3565,26.0367,-0.0116,1.6369,0.0422,3,1,0.34,-0.104255096212496,-0.192263006087004,-0.00882844783986192,-1.59130471150721,-0.075859480483324,-0.0275014642089728,-0.0808862934998597,-0.898622388643818
0.0148,0.0086,0.7124,29.8258,-0.0349,0.5701,0.0453,3,1,0.35,-0.0717622243498158,-0.0899643177137375,0.00839767158708617,0.371409108289598,-0.0829808489200293,-0.495197455598052,-0.0802306709044704,-0.836085495485503
0.0173,0.0102,0.6948,29.9309,0.1108,0.5381,0.0579,3,2,0.36,-0.0700563149961323,-0.085094410093573,0.00754471606003032,0.42582836165984,-0.0384875649908711,-0.509252622808953,-0.077612205338449,-0.767014643786488
0.0188,0.0136,0.3824,24.8512,-0.0320,1.0228,0.1473,3,1,0.36,-0.0690623205695766,-0.074742027856997,-0.00757757548917388,-2.20535238046102,-0.0820891509854161,-0.296750419113752,-0.0589727506661566,-0.767014643786488
0.1471,0.0798,0.8433,29.1294,0.1126,1.9962,0.2010,3,2,0.37,0.0170861017914404,0.127987019550982,0.0147328753229431,0.0106963759274313,-0.0379470494620131,0.130007596163225,-0.0477818083124947,-0.723145498349916
-0.0805,-0.0495,0.6254,27.6058,0.3178,1.8792,0.3296,4,2,0.32,-0.135747257470063,-0.268068171872583,0.00418662724550906,-0.778512293594443,0.024725268045064,0.0787233335203292,-0.020946871270445,-0.986360833790769
0.1788,0.1026,0.7430,26.4859,0.0828,1.2190,0.3300,1,1,0.39,0.0383763878196952,0.197727772073715,0.00988042004302946,-1.35863210136654,-0.0470350393709476,-0.210749104336381,-0.020873796759148,-0.646150526836848
0.1355,0.0835,0.6228,26.5679,0.0855,1.3100,0.2172,4,2,0.28,0.00932891555717092,0.139380765681179,0.00406076547647698,-1.31615234723658,-0.0462166316775355,-0.170815068739343,-0.0443877438654121,-1.20570702379505
0.1621,0.1072,0.5126,28.6412,0.1857,1.0499,0.1819,3,1,0.40,0.027193950520943,0.211878069687023,-0.00127141677693972,-0.242193095616634,-0.0156087946959327,-0.284878493721637,-0.0517632564434386,-0.58276389355051
0.1566,0.1038,0.5092,28.8064,0.1796,0.8204,0.1822,3,2,0.33,0.0234933361355903,0.20143380240101,-0.0014369734115896,-0.156653446829638,-0.0174868571267105,-0.385487362194181,-0.0516927966832722,-0.942491688354197
0.1090,0.0712,0.5313,28.7763,0.0355,0.8967,0.1854,4,2,0.44,-0.00847567379958093,0.101646638712357,-0.000370536960906262,-0.172203284885746,-0.061464055607411,-0.35204605979719,-0.0510279103680383,-0.39236132099335
0.1068,0.0722,0.4785,28.7676,-0.0087,0.7959,0.2316,3,1,0.40,-0.00997338161797235,0.10480135874303,-0.00292407862107631,-0.176720093275128,-0.0749708363087608,-0.396232594519172,-0.0413859300809741,-0.572613756977697
-0.1980,-0.0668,1.9654,26.8891,0.0680,2.8815,-0.6527,0,0,0.39,-0.214648923167204,-0.320871446949084,0.069053846669734,-1.14975043266214,-0.0515393354447642,0.518098557541216,-0.225798040180837,-0.635407053202964
-0.0233,-0.0077,2.0339,29.3802,0.1802,2.0375,0.1432,4,2,0.60,-0.0973508646550684,-0.139949784607501,0.0723688520325481,0.14055979694831,-0.0172944702435576,0.148113597592116,-0.0598298558290139,0.461324051092249
0.1638,0.0620,1.6427,30.6326,0.2448,0.7308,0.1237,4,2,0.40,0.0283155523400972,0.0734379285351777,0.0534314966304908,0.789327840482428,0.00244503471993438,-0.424750642774604,-0.0638926276575977,-0.58276389355051
0.1269,0.0461,1.7542,30.8938,0.2052,0.8421,2.2952,4,2,0.41,0.0035328534617817,0.0247082239837205,0.0588319346894211,0.92460935964011,-0.00966312387849474,-0.375982807448943,0.388924947832682,-0.533463230196849
2.7114,-0.8762,-4.0946,30.4995,-0.3258,1.4927,0.9379,3,1,0.68,1.73931576937042,-2.79989945241131,-0.224302344171599,0.720379174804598,-0.171820836295944,-0.09073656459888,0.105889530103741,0.844290572240266
0.5065,-0.5174,-1.9789,30.1182,-0.3171,2.2698,-0.4502,4,2,0.63,0.258465559159098,-1.70104614619344,-0.121883781872926,0.522851684987272,-0.169136581211954,0.249949991585263,-0.183574644030459,0.616020568153669
0.0511,0.0384,0.3315,27.4993,0.0191,0.6061,0.0649,4,2,0.50,-0.0473690638278533,0.00115502297801934,-0.0100386571574781,-0.83367744192807,-0.0664813833696352,-0.479428136678023,-0.0761594133525931,-0.0429846815327759
0.0212,0.0076,1.7760,30.0555,0.1558,0.7693,0.1754,3,1,0.62,-0.067463870072818,-0.093027152694973,0.0598867531306553,0.490368995297116,-0.024754806045818,-0.407859014807167,-0.053110312172907,0.565651712961513
0.1193,0.0455,1.6230,30.1786,0.0786,1.5507,0.2856,3,1,0.70,-0.00159830695638444,0.0228398946451669,0.0524778516882093,0.5541326550142,-0.0483237261120666,-0.0653180182829702,-0.0301285376960017,0.954520441411259
0.2500,0.1102,1.2678,30.2594,0.0841,1.2227,0.4033,3,1,0.70,0.0862157276869692,0.221250344729604,0.0352846499547004,0.595970110703468,-0.0466288892842916,-0.209118249001866,-0.00559213917679388,0.954520441411259
0.2868,0.1323,1.1679,30.2679,0.0086,1.5410,-0.0166,4,3,0.90,0.110931264779707,0.288785856065847,0.0304472012703251,0.600404041874696,-0.0696908851822327,-0.0695573653487662,-0.0931379768302409,1.9967470725746
-0.0824,-0.0319,1.5871,26.9014,-0.0635,1.9980,-0.0172,1,1,0.38,-0.137030047574604,-0.213947877754152,0.0507433796942018,-1.14341550529951,-0.0917146026631585,0.130774799613602,-0.0932739925102209,-0.678121767743022
-0.0253,-0.0137,0.8526,26.8148,-0.0616,2.5525,-0.0223,1,1,0.03,-0.098700816545188,-0.15826553779529,0.0151830731890963,-1.18823654084232,-0.0911282807335499,0.37388184494926,-0.0943294638012762,-2.47791496053149
0.2759,0.1827,0.5102,29.5787,0.1969,1.9627,-0.0059,2,1,0.60,0.103577049258906,0.443060854070681,-0.00139098545752019,0.243389705372642,-0.0121855296798321,0.11531674609344,-0.0909206347652223,0.461324051092249
0.0208,0.0207,0.0041,26.9546,0.0219,1.4107,-0.0059,4,2,0.95,-0.067745949572246,-0.0530571561898494,-0.0258899787996142,-1.11581739165429,-0.0656324380757227,-0.126685526273675,-0.0909191153926592,2.24586193634494
0.0034,0.0034,0.0025,26.9565,0.0019,1.2934,-0.0058,3,2,0.37,-0.0793783708343713,-0.10586043126635,-0.0259669481122146,-1.11486430364553,-0.0717521732160132,-0.178092541468631,-0.0908929685566336,-0.723145498349916
0.1590,0.1360,0.1686,29.1551,0.1713,2.3273,0.2001,3,2,0.36,0.025085070453791,0.300271487245481,-0.0179258333222459,0.0239670904843093,-0.0199970478878476,0.275136184856201,-0.0479516107523499,-0.810883943496867
-0.0215,-0.0059,2.6240,30.0851,-0.0340,2.2371,0.0525,1,1,0.61,-0.0961419525146628,-0.134589823390339,0.100937537267922,0.505685741177166,-0.0827029567554752,0.23560109505336,-0.0787462835257995,0.510067477455637
0.2044,0.0975,1.0959,29.8929,-0.1748,4.5512,0.2068,4,2,0.57,0.055583237284802,0.182291083768288,0.0269637347704988,0.406176101305119,-0.125690736979961,1.25010271361465,-0.0465532684379361,0.285846852250733
-0.1802,-0.0849,1.1221,27.5916,-0.0362,3.2081,-0.0510,3,2,0.25,-0.202680692977188,-0.376400645158884,0.0282315500516335,-0.785857287053324,-0.0833564614061849,0.66128502549981,-0.100326525826172,-1.38118406836276
-0.2550,-0.0882,1.8910,27.2126,-0.0391,0.8835,-0.0437,2,1,0.12,-0.25297815419662,-0.386599885646398,0.0654542000754166,-0.982183057207419,-0.0842664819010984,-0.357815429744022,-0.0987905465393114,-2.03922259980715
0.0374,0.0247,0.5149,28.2173,0.1448,0.5673,-0.1407,4,2,0.43,-0.0566038093448407,-0.040867072964532,-0.00116201385462721,-0.46177628511514,-0.0280925657805174,-0.496429365138371,-0.119016155904759,-0.416060863198683
-0.2478,-0.1165,1.1263,27.8269,-0.1764,1.2553,-0.0422,3,1,0.73,-0.248108924742209,-0.473339372314988,0.028434381133266,-0.664007057062694,-0.126197661148269,-0.194800917411921,-0.0984814499450961,1.11138635674433
-0.1237,-0.0627,0.9738,27.6390,-0.1287,2.3535,-0.0266,3,1,0.55,-0.164781297375471,-0.308375080225643,0.0210511361283535,-0.761346349784337,-0.111628171949503,0.286653004651285,-0.095228487499913,0.193721631406551
-0.1576,-0.0771,1.0426,27.6249,-0.0140,2.3970,0.1797,4,2,0.35,-0.18750212943654,-0.352633045704496,0.0243840525890683,-0.76864990463414,-0.0765954366553849,0.305723490417792,-0.0522168949262445,-0.854753243207246
0.1401,0.0757,0.8515,30.1426,11.4002,2.3970,0.2006,3,1,0.66,0.0124250738723209,0.115398767778104,0.0151312762303024,0.535480101103459,3.40901819838703,0.305723490417792,-0.047859074960204,0.781063303796384
0.1538,0.0963,0.5965,30.1525,0.0099,1.3466,0.3593,3,1,0.66,0.0215792252466147,0.178585053440993,0.00278810935807186,0.540597769324457,-0.0692847350955767,-0.154782708636328,-0.0147662223459596,0.781063303796384
0.2966,0.2126,0.3950,30.3070,0.1671,1.1510,1.8354,4,3,0.93,0.117533268302033,0.53485401845831,-0.00696472549073307,0.620636442756493,-0.0212887883890167,-0.240534134289863,0.293056466912224,2.15046487660549
1.4307,-0.6591,-3.1708,27.8693,-0.3687,5.2396,0.1937,1,1,0.38,0.879201646186044,-2.1350192346847,-0.179581237215866,-0.64204977407807,-0.184893983070187,1.55192055099285,-0.0493041816645917,-0.678121767743022
0.1023,-0.2188,-1.4676,26.2176,-0.4923,5.2396,0.1598,1,1,0.41,-0.0129889457904286,-0.786391735747071,-0.0971316127415869,-1.49760165673207,-0.222665941129196,1.55192055099285,-0.0563563803318652,-0.544418984588931
-0.2426,-0.2039,0.1899,25.0150,-0.1972,7.1533,0.1434,4,2,0.23,-0.244636660427821,-0.740908636275724,-0.016895219067364,-2.12052236785447,-0.132521998211912,2.39088602010795,-0.0597759431615018,-1.46892251350971
0.0539,0.0190,1.8419,26.7338,0.0802,1.9042,0.1434,3,2,0.49,-0.0454885338316667,-0.0582946040077622,0.0630763808081644,-1.23019313253268,-0.0478137481837091,0.0896483106536936,-0.0597759431615018,-0.108976228047451
0.1568,0.0281,4.5894,31.0609,0.0604,1.7238,0.1995,3,1,0.77,0.0236276597067464,-0.0304534340283313,0.196076932562997,1.01113835521882,-0.0538785156430988,0.010578131048011,-0.0480777222324834,1.33996213151607
0.1146,0.0292,2.9254,31.2289,0.1830,1.7565,0.1438,1,1,0.74,-0.00469446527153442,-0.0269618021497228,0.115526368549921,1.09819051323712,-0.0164333099094449,0.0248963394418987,-0.0596935372640901,1.19405860434877
0.1636,0.0383,3.2772,31.3656,0.1465,2.3625,0.1424,1,1,0.58,0.0281745125903832,0.000756854430458727,0.132555949983688,1.16898837684501,-0.0275886953722599,0.290589854356647,-0.0599906080254814,0.343569631266896
0.1547,0.0392,2.9504,31.3955,0.0303,1.9548,0.1262,3,1,0.49,0.0222172622096065,0.00354403426338306,0.116737061951264,1.1844605175091,-0.0630581183535346,0.11185775453717,-0.0633759192019381,-0.108976228047451
0.1220,0.0376,2.2475,30.6795,0.0851,0.8935,0.1986,2,1,0.58,0.000235209789897442,-0.00135650170659377,0.0827108167771686,0.813621225053762,-0.0463448895996374,-0.353427026007868,-0.0482705301041938,0.359202196113051
0.1173,0.0339,2.4650,30.7954,0.1228,0.8682,0.3260,3,1,0.20,-0.00290796177515721,-0.0127196194869776,0.0932386696729749,0.873624330997118,-0.0348108378906167,-0.364505443831307,-0.0217066356699162,-1.60053025836704
0.1214,0.0474,1.5633,28.3734,-0.0503,0.9124,0.3170,1,1,0.52,-0.000134180030782063,0.0286899094593267,0.0495893240889231,-0.380924378979969,-0.0876714243568987,-0.345158764822665,-0.0235821524336757,0.0536218848522246
